symbol,type,file,lineno
_generate_next_steps,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,231
_estimate_effort,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,280
_assess_data_completeness,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,302
_assess_analysis_consistency,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,311
_generate_bounty_artifacts,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,331
_calculate_profitability_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,371
_assess_maintainer_compatibility,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,400
_calculate_merge_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,436
_generate_bounty_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,453
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/decision_artifact_generation.py,1
AnalysisBatch,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,28
AnalysisCache,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,36
AnalysisCache+__post_init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,41
AnalysisCache+get_cache_key,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,44
AnalysisCache+get_cached_result,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,49
AnalysisCache+cache_result,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,66
StreamingFileProcessor,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,75
StreamingFileProcessor+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,78
StreamingFileProcessor+process_files_streaming,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,84
StreamingFileProcessor+_process_batch,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,106
StreamingFileProcessor+_read_file_async,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,129
StreamingFileProcessor+_read_file_async+read_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,134
IncrementalAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,145
IncrementalAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,148
IncrementalAnalyzer+_load_file_hashes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,153
IncrementalAnalyzer+_save_file_hashes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,164
IncrementalAnalyzer+get_changed_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,174
IncrementalAnalyzer+_compute_file_hash,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,190
IncrementalAnalyzer+get_incremental_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,198
OptimizedAnalysisPipeline,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,230
OptimizedAnalysisPipeline+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,233
OptimizedAnalysisPipeline+execute_optimized_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,253
OptimizedAnalysisPipeline+_discover_repository,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,323
OptimizedAnalysisPipeline+_get_file_list,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,328
OptimizedAnalysisPipeline+_analyze_structure_optimized,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,334
OptimizedAnalysisPipeline+_analyze_semantic_optimized,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,346
OptimizedAnalysisPipeline+_analyze_advanced_parallel,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,364
OptimizedAnalysisPipeline+_synthesize_results_optimized,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,412
OptimizedAnalysisPipeline+_execute_standard_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,457
OptimizedAnalysisPipeline+_run_advanced_code_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,477
OptimizedAnalysisPipeline+_run_code_comprehension_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,481
OptimizedAnalysisPipeline+_run_security_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,485
OptimizedAnalysisPipeline+_run_compliance_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,489
OptimizedAnalysisPipeline+_run_dependency_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,493
OptimizedAnalysisPipeline+_run_duplication_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,497
OptimizedAnalysisPipeline+_run_api_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,501
OptimizedAnalysisPipeline+_run_test_signal_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,505
OptimizedAnalysisPipeline+_run_governance_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,509
OptimizedAnalysisPipeline+_run_intent_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,513
OptimizedAnalysisPipeline+_run_misleading_signal_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,517
OptimizedAnalysisPipeline+_run_safe_change_analysis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,526
OptimizedAnalysisPipeline+_run_risk_synthesis,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,536
OptimizedAnalysisPipeline+_run_decision_artifact_generation,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,553
OptimizedAnalysisPipeline+_run_authority_evaluation,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,564
OptimizedAnalysisPipeline+_run_determinism_verification,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,575
execute_optimized_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,588
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/optimized_analysis.py,1
ControlFlowNode,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,19
ControlFlowNode+__post_init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,27
DataFlowVariable,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,34
AdvancedCodeAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,41
AdvancedCodeAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,44
AdvancedCodeAnalyzer+analyze_advanced_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,52
AdvancedCodeAnalyzer+_analyze_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,93
AdvancedCodeAnalyzer+_analyze_python_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,113
AdvancedCodeAnalyzer+_analyze_python_control_flow,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,144
AdvancedCodeAnalyzer+_analyze_python_control_flow+ControlFlowVisitor,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,149
AdvancedCodeAnalyzer+_analyze_python_control_flow+ControlFlowVisitor+visit_FunctionDef,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,150
AdvancedCodeAnalyzer+_analyze_python_control_flow+ControlFlowVisitor+visit_If,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,159
AdvancedCodeAnalyzer+_analyze_python_control_flow+ControlFlowVisitor+visit_For,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,163
AdvancedCodeAnalyzer+_analyze_python_control_flow+ControlFlowVisitor+visit_While,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,167
AdvancedCodeAnalyzer+_analyze_python_control_flow+ControlFlowVisitor+_get_node_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,171
AdvancedCodeAnalyzer+_analyze_python_control_flow+ControlFlowVisitor+_calculate_function_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,174
AdvancedCodeAnalyzer+_analyze_python_data_flow,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,191
AdvancedCodeAnalyzer+_analyze_python_data_flow+DataFlowVisitor,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,195
AdvancedCodeAnalyzer+_analyze_python_data_flow+DataFlowVisitor+visit_Name,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,196
AdvancedCodeAnalyzer+_calculate_python_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,222
AdvancedCodeAnalyzer+_calculate_python_quality_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,244
AdvancedCodeAnalyzer+_analyze_javascript_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,269
AdvancedCodeAnalyzer+_analyze_java_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,279
AdvancedCodeAnalyzer+_analyze_python_control_flow_regex,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,290
AdvancedCodeAnalyzer+_analyze_javascript_control_flow_regex,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,303
AdvancedCodeAnalyzer+_analyze_java_control_flow_regex,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,316
AdvancedCodeAnalyzer+_analyze_python_data_flow_regex,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,330
AdvancedCodeAnalyzer+_analyze_javascript_data_flow_regex,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,342
AdvancedCodeAnalyzer+_analyze_java_data_flow_regex,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,353
AdvancedCodeAnalyzer+_calculate_cyclomatic_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,365
AdvancedCodeAnalyzer+_calculate_cognitive_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,377
AdvancedCodeAnalyzer+_calculate_halstead_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,397
AdvancedCodeAnalyzer+_calculate_complexity_regex,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,411
AdvancedCodeAnalyzer+_calculate_javascript_quality_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,420
AdvancedCodeAnalyzer+_calculate_java_quality_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,428
AdvancedCodeAnalyzer+_generate_advanced_insights,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,436
AdvancedCodeAnalyzer+_generate_analysis_summary,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,488
analyze_advanced_code,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,511
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/advanced_code_analysis.py,1
verify_determinism,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,8
_generate_canonical_analysis_data,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,64
_canonicalize_dict,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,92
_calculate_deterministic_hash,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,115
_verify_internal_consistency,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,125
_generate_determinism_report,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,205
_summarize_canonical_data,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,237
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/determinism_verification.py,1
DependencyAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,20
DependencyAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,23
DependencyAnalyzer+analyze_dependencies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,57
DependencyAnalyzer+_detect_package_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,121
DependencyAnalyzer+_parse_package_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,136
DependencyAnalyzer+_parse_python_dependencies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,156
DependencyAnalyzer+_parse_javascript_dependencies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,186
DependencyAnalyzer+_parse_java_dependencies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,217
DependencyAnalyzer+_parse_generic_dependencies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,241
DependencyAnalyzer+_check_vulnerabilities,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,245
DependencyAnalyzer+_check_license_compatibility,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,269
DependencyAnalyzer+_check_outdated_packages,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,287
DependencyAnalyzer+_calculate_dependency_health_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,305
DependencyAnalyzer+_generate_dependency_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,327
DependencyAnalyzer+_build_dependency_graph,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,348
analyze_dependencies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,365
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/dependency_analysis.py,1
FileCache,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,36
FileCache+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,39
FileCache+get_file_content,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,42
FileCache+clear,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,52
execute_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,91
_estimate_repository_complexity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,157
_execute_standard_pipeline,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,205
validate_parallelism_guarantees,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,305
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/analysis.py,1
evaluate_authority_ceiling,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/authority_ceiling_evaluation.py,6
_evaluate_authority_constraints,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/authority_ceiling_evaluation.py,62
_assess_organizational_factors,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/authority_ceiling_evaluation.py,135
_determine_final_authority_ceiling,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/authority_ceiling_evaluation.py,199
_generate_authority_rationale,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/authority_ceiling_evaluation.py,263
_assess_authority_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/authority_ceiling_evaluation.py,300
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/authority_ceiling_evaluation.py,1
discover_repository_root,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/repository_discovery.py,13
clear_caches,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/repository_discovery.py,81
get_canonical_file_list,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/repository_discovery.py,87
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/repository_discovery.py,1
analyze_misleading_signals,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,6
_detect_code_quality_inconsistencies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,66
_detect_documentation_discrepancies,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,110
_detect_governance_conflicts,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,141
_detect_intent_mismatches,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,166
_detect_maintenance_indicators,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,194
_detect_security_deceptions,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,220
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/misleading_signal_detection.py,1
analyze_test_signals,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,8
identify_test_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,22
is_test_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,48
detect_test_frameworks_detailed,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,72
assess_test_coverage,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,125
evaluate_test_quality,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,164
calculate_testing_maturity,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,205
identify_test_gaps,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,241
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/test_signal_analysis.py,1
analyze_semantic_structure,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,10
analyze_python_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,43
analyze_python_codebase,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,54
analyze_python_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,95
analyze_python_file+Visitor,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,103
analyze_python_file+Visitor+visit_ClassDef,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,104
analyze_python_file+Visitor+visit_FunctionDef,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,111
analyze_python_file+Visitor+visit_Import,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,119
analyze_python_file+Visitor+visit_ImportFrom,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,123
analyze_javascript_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,142
analyze_typescript_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,153
analyze_java_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,164
analyze_javascript_codebase,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,175
analyze_typescript_codebase,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,216
analyze_java_codebase,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,249
analyze_javascript_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,295
analyze_java_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,355
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/static_semantic_analysis.py,1
APIAnalyzer,class,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,21
APIAnalyzer+__init__,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,24
APIAnalyzer+analyze_api_definitions,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,49
APIAnalyzer+_detect_api_files,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,124
APIAnalyzer+_parse_api_file,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,144
APIAnalyzer+_parse_openapi,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,163
APIAnalyzer+_parse_postman,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,195
APIAnalyzer+_parse_postman+extract_requests,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,202
APIAnalyzer+_parse_graphql,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,236
APIAnalyzer+_analyze_code_for_api_patterns,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,267
APIAnalyzer+_analyze_security_issues,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,326
APIAnalyzer+_analyze_design_issues,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,369
APIAnalyzer+_analyze_documentation,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,407
APIAnalyzer+_calculate_api_metrics,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,434
APIAnalyzer+_calculate_api_health_score,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,456
APIAnalyzer+_generate_api_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,484
analyze_api_definitions,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,509
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/api_analysis.py,1
synthesize_risks,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,6
_calculate_structural_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,110
_calculate_semantic_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,153
_calculate_security_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,195
_calculate_comprehension_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,239
_calculate_testing_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,303
_calculate_governance_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,338
_calculate_intent_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,378
_calculate_misleading_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,412
_calculate_change_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,447
_synthesize_overall_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,478
_generate_risk_recommendations,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,539
_identify_critical_issues,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,671
_calculate_compliance_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,741
_calculate_dependency_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,807
_calculate_duplication_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,884
_calculate_api_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,963
_calculate_advanced_code_risk,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,1049
_calculate_risk_confidence,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,1141
<module>,module,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/risk_synthesis.py,1
analyze_safe_change_surface,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,6
_analyze_test_coverage_safety,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,57
_analyze_complexity_safety,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,83
_analyze_dependency_safety,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,123
_analyze_critical_path_safety,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,162
_analyze_documentation_safety,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,205
_calculate_overall_safety,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,244
_generate_safe_changes,function,/home/dee/workspace/AI/Repo-Scanner/src/core/pipeline/safe_change_surface_modeling.py,280
